"filename", "language", "PHP", "JavaScript", "JSON with Comments", "CSS", "SCSS", "JSON", "XML", "Markdown", "SQL", "comment", "blank", "total"
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\bd.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\be.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\bf.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\bg.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\bh.svg", "XML", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\bi.svg", "XML", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\bj.svg", "XML", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\bl.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\bm.svg", "XML", 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 1, 100
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\bn.svg", "XML", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\bo.svg", "XML", 0, 0, 0, 0, 0, 0, 678, 0, 0, 0, 1, 679
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\bq.svg", "XML", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\br.svg", "XML", 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 1, 46
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\bs.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\bt.svg", "XML", 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 1, 90
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\bv.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\bw.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\by.svg", "XML", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 1, 23
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\bz.svg", "XML", 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 1, 146
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ca.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\cc.svg", "XML", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 1, 20
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\cd.svg", "XML", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\cf.svg", "XML", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\cg.svg", "XML", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ch.svg", "XML", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ci.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ck.svg", "XML", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 1, 12
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\cl.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\cm.svg", "XML", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\cn.svg", "XML", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 1, 12
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\co.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\cp.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\cr.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\cu.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\cv.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\cw.svg", "XML", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\cx.svg", "XML", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\cy.svg", "XML", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\cz.svg", "XML", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\de.svg", "XML", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\dg.svg", "XML", 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 1, 141
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\dj.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\dk.svg", "XML", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\dm.svg", "XML", 0, 0, 0, 0, 0, 0, 152, 0, 0, 0, 1, 153
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\do.svg", "XML", 0, 0, 0, 0, 0, 0, 6745, 0, 0, 0, 1, 6746
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\dz.svg", "XML", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ea.svg", "XML", 0, 0, 0, 0, 0, 0, 547, 0, 0, 0, 1, 548
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ec.svg", "XML", 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 1, 139
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ee.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\eg.svg", "XML", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 1, 39
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\eh.svg", "XML", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 1, 17
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\er.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\es-ca.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\es-ct.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\es-ga.svg", "XML", 0, 0, 0, 0, 0, 0, 189, 0, 0, 0, 1, 190
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\es.svg", "XML", 0, 0, 0, 0, 0, 0, 547, 0, 0, 0, 1, 548
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\et.svg", "XML", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\eu.svg", "XML", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 29
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\fi.svg", "XML", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\fj.svg", "XML", 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 1, 126
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\fk.svg", "XML", 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 1, 94
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\fm.svg", "XML", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 1, 12
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\fo.svg", "XML", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\fr.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ga.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\gb-eng.svg", "XML", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\gb-nir.svg", "XML", 0, 0, 0, 0, 0, 0, 131, 0, 0, 0, 1, 132
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\gb-sct.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\gb-wls.svg", "XML", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\gb.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\gd.svg", "XML", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 1, 28
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ge.svg", "XML", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\gf.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\gg.svg", "XML", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\gh.svg", "XML", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\gi.svg", "XML", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 1, 33
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\gl.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\gm.svg", "XML", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\gn.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\gp.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\gq.svg", "XML", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 1, 24
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\gr.svg", "XML", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 1, 17
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\gs.svg", "XML", 0, 0, 0, 0, 0, 0, 245, 0, 0, 0, 1, 246
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\gt.svg", "XML", 0, 0, 0, 0, 0, 0, 204, 0, 0, 0, 1, 205
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\gu.svg", "XML", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 1, 40
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\gw.svg", "XML", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\gy.svg", "XML", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\hk.svg", "XML", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 1, 31
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\hm.svg", "XML", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 1, 12
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\hn.svg", "XML", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 1, 19
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\hr.svg", "XML", 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 1, 57
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ht.svg", "XML", 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 1, 117
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\hu.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ic.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\id.svg", "XML", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ie.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\il.svg", "XML", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\im.svg", "XML", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\in.svg", "XML", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 26
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\io.svg", "XML", 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 1, 141
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\iq.svg", "XML", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 11
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ir.svg", "XML", 0, 0, 0, 0, 0, 0, 219, 0, 0, 0, 1, 220
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\is.svg", "XML", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\it.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\je.svg", "XML", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 1, 48
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\jm.svg", "XML", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\jo.svg", "XML", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 1, 17
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\jp.svg", "XML", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 1, 12
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ke.svg", "XML", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 1, 24
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\kg.svg", "XML", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\kh.svg", "XML", 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 1, 62
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ki.svg", "XML", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 37
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\km.svg", "XML", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 1, 17
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\kn.svg", "XML", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\kp.svg", "XML", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\kr.svg", "XML", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 1, 25
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\kw.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ky.svg", "XML", 0, 0, 0, 0, 0, 0, 225, 0, 0, 0, 1, 226
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\kz.svg", "XML", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 1, 24
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\la.svg", "XML", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\lb.svg", "XML", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\lc.svg", "XML", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\li.svg", "XML", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 1, 44
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\lk.svg", "XML", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 1, 23
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\lr.svg", "XML", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ls.svg", "XML", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\lt.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\lu.svg", "XML", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\lv.svg", "XML", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ly.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ma.svg", "XML", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\mc.svg", "XML", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\md.svg", "XML", 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 1, 72
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\me.svg", "XML", 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 1, 119
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\mf.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\mg.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\mh.svg", "XML", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\mk.svg", "XML", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ml.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\mm.svg", "XML", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 1, 17
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\mn.svg", "XML", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\mo.svg", "XML", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 10
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\mp.svg", "XML", 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 1, 87
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\mq.svg", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\mr.svg", "XML", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ms.svg", "XML", 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 1, 71
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\mt.svg", "XML", 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 1, 51
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\mu.svg", "XML", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\mv.svg", "XML", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\mw.svg", "XML", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\mx.svg", "XML", 0, 0, 0, 0, 0, 0, 378, 0, 0, 0, 1, 379
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\my.svg", "XML", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 1, 12
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\mz.svg", "XML", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 1, 22
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\na.svg", "XML", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 1, 17
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\nc.svg", "XML", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"c:\xampp\htdocs\inmuebles\admin\views\plugins\flag-icon-css\flags\1x1\ne.svg", "XML", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
